question,option_a,option_b,option_c,option_d,correct_answer,explanation,evidence,page_number,chunk_id,difficulty,bloom_level
"Khi sử dụng Google Maps, người dùng có thể chia sẻ thông tin vị trí như thế nào?",Nhấn vào biểu tượng vị trí,Nhấn và giữ nút zoom,Nhấn vào nút 'Directions',Chọn 'Share' hoặc 'Chia sẻ',D,Người dùng có thể chia sẻ thông tin vị trí bằng cách chọn 'Share' hoặc 'Chia sẻ'.,"Chia sẻ thông tin vị trí (có thể là điểm đang đứng, điểm muốn đến) cho bố, mẹ hoặc người thân qua tin nhắn để bố, mẹ hoặc người thân đến đón.",118,page_118_01,easy,remember
"Để đọc bản đồ nhanh và chính xác, chúng ta cần biết điều gì?",Đối tượng địa lí cần đọc và đặc điểm của nó,Thời gian in bản đồ,Tên của các nước trong bản đồ,Cách vẽ các đường trên bản đồ,A,"Để đọc bản đồ nhanh và chính xác, chúng ta phải biết đối tượng địa lí cần đọc là gì và đặc điểm của nó.","Muốn đọc bản đồ nhanh và chính xác, chúng ta phải biết được đối tượng địa lí cần đọc là gì, đặc điểm của đối tượng đó và các mối quan hệ xung quanh nó.",118,page_118_02,easy,understand
"Trong ví dụ trên hình 4.1, chúng ta có thể xác định được vị trí của các nước Đông Nam Á dựa vào điều gì?",Các đường giao thông,Biểu đồ thời tiết,Tên các thành phố trong bản đồ,Vĩ độ và kinh độ,D,"Trong ví dụ trên hình 4.1, chúng ta có thể xác định được vị trí của các nước Đông Nam Á dựa vào vĩ độ và kinh độ.","Ví dụ trên hình 4.1, chúng ta có thể xác định được các nước Đông Nam Á nằm trong khoảng từ vĩ độ nào đến vĩ độ nào, gần hay xa xích đạo, chịu ảnh hưởng của biến đổi nhiều hay ít,...",118,page_118_02,medium,apply
"Nếu muốn xác định vị trí của một quốc gia trên bản đồ, chúng ta cần biết thông tin nào?",Hình dạng đất nước,Tên các thành phố,Biểu đồ dân số,Vĩ độ và kinh độ,D,"Nếu muốn xác định vị trí của một quốc gia trên bản đồ, chúng ta cần biết vĩ độ và kinh độ.","Xác định vị trí của đối tượng địa lí trên bản đồ Ví dụ trên hình 4.1, chúng ta có thể xác định được các nước Đông Nam Á nằm trong khoảng từ vĩ độ nào đến vĩ độ nào, gần hay xa xích đạo, chịu ảnh hưởng của biến đổi nhiều hay ít,...",118,page_118_02,easy,remember
"Theo đoạn văn, điều gì giúp chúng ta hiểu được ngôn ngữ bản đồ?",Biết vĩ độ và kinh độ,Hiểu đối tượng địa lí cần đọc,Đọc tên các quốc gia,Xem biểu đồ thời tiết,B,"Theo đoạn văn, hiểu được ngôn ngữ bản đồ giúp chúng ta đọc bản đồ nhanh và chính xác.","Để đọc được bản đồ, chúng ta phải hiểu được các yếu tố cần thiết của bản đồ hay còn gọi là ngôn ngữ bản đồ.",118,page_118_02,hard,analyze
"Trên bản đồ các nước trong khu vực Đông Nam Á (Hình 4.1), Việt Nam nằm ở vị trí nào?",Ở phía Nam,Ở giữa,Ở phía Bắc,Ở phía Tây,C,Việt Nam nằm ở phía Bắc của khu vực Đông Nam Á.,Hình 4.1. Bản đồ các nước trong khu vực Đông Nam Á,119,page_119_01,easy,remember
Trái Đất nằm ở vị trí nào trong hệ Mặt Trời?,Vị trí thứ 4,Vị trí thứ 3,Vị trí thứ 5,Vị trí thứ 2,B,Trái Đất nằm ở vị trí thứ 3 trong hệ Mặt Trời.,2. Kim tinh 6. Thổ tinh 3. Trái Đất 7. Thiên Vương tinh 4. Hoà tinh 8. Hải Vương tinh,120,page_120_01,easy,remember
Con người đã chụp được những bức ảnh về Trái Đất từ đâu?,Từ Trái Đất,Từ vệ tinh nhân tạo,Từ Trạm vũ trụ quốc tế,Từ Mặt Trăng,B,Con người đã chụp được những bức ảnh về Trái Đất từ vệ tinh nhân tạo.,"Đã bao giờ em tự hỏi: Trái Đất của chúng ta rộng lớn như thế nào? Em đang sống ở đâu trên Trái Đất?... Cùng với sự phát triển của khoa học, con người đã chụp được những bức ảnh về Trái Đất, có nhiều hiểu biết hơn về hình dạng và kích thước của nó.",120,page_120_01,medium,remember
Hệ Mặt Trời bao gồm những thành phần nào?,"Mặt Trời, Trái Đất, Sao Hỏa","Mặt Trăng, Sao Hỏa, Kim tinh","Trái Đất, Mộc tinh, Thổ tinh","Thiên Vương tinh, Hải Vương tinh, Hoà tinh",C,"Hệ Mặt Trời bao gồm Mặt Trời và các hành tinh của nó như Trái Đất, Mộc tinh, Thổ tinh.",1. Thuỷ tinh 5. Mộc tinh 2. Kim tinh 6. Thổ tinh 3. Trái Đất 7. Thiên Vương tinh 4. Hoà tinh 8. Hải Vương tinh,120,page_120_01,medium,remember
"Theo thông tin trong đoạn văn, khối lượng của Mặt Trời chiếm bao nhiêu phần trăm tổng khối lượng hệ Mặt Trời?",98%,95%,100%,99.8%,D,"Đoạn văn nêu rõ: 'khối lượng của thiên thể này chiếm tới 99,8 % khối lượng của toàn bộ hệ Mặt Trời.'","khối lượng của thiên thể này chiếm tới 99,8 % khối lượng của toàn bộ hệ Mặt Trời.",121,page_121_01,easy,remember
"Theo đoạn văn, tại sao các hành tinh chuyển động xung quanh Mặt Trời?",Vì sự sống trên Trái Đất,Vì hình dạng elip-xô-it của Mặt Trời,Vì lực hấp dẫn của Mặt Trăng,Vì khối lượng lớn và lực hấp dẫn lớn của Mặt Trời,D,"Đoạn văn nêu rõ: 'Khối lượng lớn và lực hấp dẫn lớn của Mặt Trời đã làm cho các hành tinh chuyển động xung quanh nó, tạo nên hệ Mặt Trời.'","Khối lượng lớn và lực hấp dẫn lớn của Mặt Trời đã làm cho các hành tinh chuyển động xung quanh nó, tạo nên hệ Mặt Trời.",121,page_121_01,medium,understand
"Theo đoạn văn, tại sao tên gọi đúng hình dạng của Trái Đất là elip-xô-it?",Vì loài người chưa tìm thấy hành tinh có sự sống,Vì Trái Đất không phải là hình cầu thực sự mà hơi dẹt ở hai đầu,Vì quan sát từ ngòi khơi vào bờ,Vì Niu-tơn đã chứng minh,B,"Đoạn văn nêu rõ: 'Nhà bác học nổi tiếng người Anh là Niu-tơn (1642 – 1726) thông qua những tính toán phức tạp đã chứng minh rằng hình dạng Trái Đất không phải là hình cầu thực sự mà hơi dẹt ở hai đầu, vì thế tên gọi đúng hình dạng Trái Đất là elip-xô-it (elip tròn xoay).'","Nhà bác học nổi tiếng người Anh là Niu-tơn (1642 – 1726) thông qua những tính toán phức tạp đã chứng minh rằng hình dạng Trái Đất không phải là hình cầu thực sự mà hơi dẹt ở hai đầu, vì thế tên gọi đúng hình dạng Trái Đất là elip-xô-it (elip tròn xoay).",121,page_121_01,hard,analyze
"Tại sao nhìn con tàu ngoài xa qua kính viễn vọng, ta thấy boong tàu gần như bị chìm trong nước biển?",Kính viễn vọng làm thay đổi hình dạng con tàu,Vì Trái Đất là hình cầu,Nước biển có độ cao lớn,Do ánh sáng từ Mặt Trời mờ nhạt,B,Đây là kết quả của việc nhìn vào một đối tượng trên bề mặt Trái Đất hình cầu từ một vị trí xa.,"Nhìn con tàu ngoài xa qua kính viễn vọng, ta thấy boong tàu gần như bị chìm trong nước biển, trong khi sự thật thì không phải thế. Kích thước của Trái Đất Các nhà khoa học đã chứng minh được hình dạng cầu của Trái Đất không thật lý tưởng mà hơi dẹt ở hai cực.",122,page_122_01,easy,remember
Hình 5.4 thể hiện thông tin gì về Trái Đất?,Kích thước và hình dạng,Vị trí của các đảo,Thành phần hóa học,Dòng chảy của các sông ngòi,A,"Hình 5.4 mô tả kích thước và hình dạng của Trái Đất, bao gồm sự chênh lệch giữa bán kính ở xích đạo với bán kính ở cực.","Kích thước của Trái Đất Các nhà khoa học đã chứng minh được hình dạng cầu của Trái Đất không thật lý tưởng mà hơi dẹt ở hai cực, vì vậy có sự chênh lệch giữa bán kính ở xích đạo với bán kính ở cực (hình 5.4).",122,page_122_01,medium,remember
"Theo thông tin trong CONTEXT, hành tinh nào là lớn nhất và nhỏ nhất trong hệ Mặt Trời?",Hành tinh lớn nhất: Sao Thủy; Hành tinh nhỏ nhất: Sao Kim,Hành tinh lớn nhất: Sao Mộc; Hành tinh nhỏ nhất: Sao Kim,Hành tinh lớn nhất: Sao Hỏa; Hành tinh nhỏ nhất: Sao Diêm Vương,Hành tinh lớn nhất: Sao Mộc; Hành tinh nhỏ nhất: Sao Thổ,B,CONTEXT chỉ rõ rằng hành tinh lớn nhất là Sao Mộc và hành tinh nhỏ nhất là Sao Kim.,- Các hành tinh: + Tên các hành tinh trong hệ Mặt Trời. + Hành tinh lớn nhất và hành tinh nhỏ nhất. + Hành tinh ở vị trí gần Mặt Trời nhất và hành tinh ở vị trí xa Mặt Trời nhất.,122,page_122_01,medium,remember
"Để quan sát được xa hơn tàu thuyền ngoài khơi, ta cần lên các đài quan sát cao hơn vì lý do gì?",Ánh sáng từ tàu thuyền yếu,Tàu thuyền di chuyển nhanh,Cao độ nhìn từ trên cao giúp thấy xa hơn,Khí hậu ở các đài quan sát tốt hơn,C,"Để quan sát được xa hơn tàu thuyền ngoài khơi, ta cần lên các đài quan sát cao hơn vì tầm nhìn từ trên cao giúp thấy xa hơn.","Quan sát hình 5.2, hãy giải thích tại sao để quan sát được xa hơn tàu thuyền ngoài khơi, ta cần lên các đài quan sát cao hơn.",122,page_122_01,easy,understand
Tại sao con người không cảm nhận được chuyển động tự quay của Trái Đất?,Vì không khí che chắn,Vì con người bị hấp dẫn bởi Mặt Trời,Vì chuyển động này diễn ra rất chậm,Vì Trái Đất di chuyển quá nhanh,C,"Chuyển động tự quay của Trái Đất diễn ra quá chậm, nên con người không cảm nhận được.",Con người và tất cả mọi vật trên bề mặt Trái Đất vẫn liên tục quay quanh trục Trái Đất hay không? Vì sao con người lại không cảm nhận được điều này?,123,page_123_01,easy,understand
"Khi ngồi trên ô tô đang chạy nhanh, ta có cảm giác hàng cây bên đường đang di chuyển. Điều này minh họa cho hiện tượng nào?",Chuyển động thực tế của hàng cây,Chuyển động biểu kiến,Hiện tượng ngày – đêm,Chuyển động quay quanh trục của Trái Đất,B,"Đây là ví dụ về chuyển động biểu kiến, một hiện tượng mà ta cảm nhận được nhưng không có thật.",Chuyển động không có thật ấy gọi là chuyển động biểu kiến.,124,page_124_01,easy,remember
Mặt Trời mọc ở phía đông và lặn ở phía tây do sự quay của Trái Đất quanh trục từ hướng nào?,Tây sang nam,Đông sang tây,Nam sang bắc,Tây sang đông,D,"Trái Đất quay quanh trục từ tây sang đông, nên ta thấy Mặt Trời mọc ở phía đông và lặn ở phía tây.",Trái Đất quay quanh trục từ tây sang đông,124,page_124_01,medium,understand
Giờ địa phương của Hà Nội (105°52’Đ) và Hải Phòng (106°43’Đ) chênh nhau bao nhiêu?,3 phút 24 giây,30 giây,5 phút,1 giờ 16 phút,A,Giờ địa phương của Hà Nội và Hải Phòng chênh nhau 3 phút 24 giây.,Giờ địa phương của hai thành phố chênh nhau 3 phút 24 giây.,124,page_124_01,easy,remember
Tại sao người ta phải dùng giờ khu vực thay vì giờ địa phương trong đời sống?,Vì hiện tượng ngày – đêm khác nhau,Do sự quay của Trái Đất không đều,Do chuyển động biểu kiến,Để thuận tiện cho giao dịch quốc tế,D,Người ta phải dùng giờ khu vực để thuận tiện cho việc tính giờ và giao dịch trên thế giới.,"Vì vậy, người ta phải dùng giờ khu vực để tiện cho việc tính giờ và giao dịch trên thế giới.",124,page_124_01,hard,apply
Một khu vực giờ trên Trái Đất rộng bao nhiêu độ kinh tuyến?,15°,30°,60°,45°,A,Mỗi khu vực giờ tương ứng với 15° kinh tuyến.,Trái Đất quay một vòng là 360° trong thời gian 24 giờ. Hãy tính xem một khu vực giờ rộng bao nhiêu độ kinh tuyến.,125,page_125_01,medium,apply
